Date,Daily Return,Mkt-RF,SMB,HML,RF,Strategy Return,Dividends,Transaction Cost
2006-05-24,0.001851084,0.0003,-0.0007,-0.0006,0.0002,0.003932715,0,0.001881631
2006-05-25,-0.003607595,0.0122,0.0068,-0.0006,0.0002,-0.001600232,-0.000137653,0.00166971
2006-05-26,0.000639735,0.006,-0.0015,-0.0019,0.0002,0.002170108,0.000186628,0.001517001
2006-05-30,0.022022574,-0.0165,-0.0079,0.002,0.0002,0.023576285,0,0.001353711
2006-05-31,0.008179463,0.0094,0.0038,0.0037,0.0002,0.010507994,0,0.002128531
2006-06-01,0.021007891,0.0129,0.0083,-0.0016,0.00018,0.022814677,0,0.001626786
2006-06-02,0.004359363,0.0016,-0.001,0.002,0.00018,0.006909312,0,0.002369949
2006-06-05,-0.002504099,-0.0194,-0.0116,0.0028,0.00018,-0.000306263,0,0.002017836
2006-06-06,0.008665573,-0.0028,-0.0017,0,0.00018,0.011088571,0,0.002242998
2006-06-07,0.009378879,-0.0057,0.0003,-0.0015,0.00018,0.011793314,-0.000493385,0.00174105
2006-06-08,-0.006810457,0.0001,-0.0025,0.0008,0.00018,-0.004315007,0,0.00231545
2006-06-09,-0.020518483,-0.0044,-0.0025,0.0001,0.00018,-0.01842336,0,0.001915123
2006-06-12,0.016769795,-0.0148,-0.0128,0.0028,0.00018,0.018003345,0.0007184,0.00177195
2006-06-13,0.002674928,-0.0115,-0.0035,-0.0039,0.00018,0.004504245,0,0.001649317
2006-06-14,-0.008019691,0.0046,0.002,-0.0024,0.00018,-0.006342121,0.000245286,0.001742856
2006-06-15,0.005105985,0.0233,0.0105,0.0017,0.00018,0.007869954,-0.00093753,0.001646439
2006-06-16,0.053854625,-0.0043,-0.0072,-0.0001,0.00018,0.055158921,0,0.001124296
2006-06-19,0.014094206,-0.0101,-0.0078,0.0018,0.00018,0.016591053,-0.0007708,0.001546047
2006-06-20,0.00810915,-0.0007,-0.0037,0.0005,0.00018,0.010748661,0,0.002459511
2006-06-21,0.005703084,0.0111,0.0074,-0.0019,0.00018,0.008287304,0,0.00240422
2006-06-22,0.000334488,-0.0052,0.0013,0.0014,0.00018,0.003620491,-0.001154291,0.001951712
2006-06-23,0.006561269,0.0003,0.0023,0.0015,0.00018,0.009013836,-0.00085155,0.001421017
2006-06-26,-0.003905455,0.005,0.0052,0.002,0.00018,-0.001981947,0,0.001743508
2006-06-27,-0.003780808,-0.01,-0.0073,0.0029,0.00018,-0.003288931,0.001240988,0.001552865
2006-06-28,-0.005562096,0.0047,-0.0036,0.0015,0.00018,-0.003681985,0,0.001700111
2006-06-29,-0.001922224,0.0229,0.0141,-0.0031,0.00018,-0.000105476,0,0.001636748
2006-06-30,0.008609611,-0.0002,0.0116,0.0007,0.00018,0.010467392,0,0.001677781
2006-07-03,-0.002424997,0.0072,-0.0008,-0.0022,0.0002,-0.000782963,0,0.001442034
2006-07-05,-0.002248582,-0.0088,-0.0054,0.0032,0.0002,1.30E-05,0,0.002061582
2006-07-06,-0.006661155,0.0023,-0.0007,0.0006,0.0002,-0.003793598,-0.000210564,0.002456993
2006-07-07,0.010302629,-0.008,-0.0086,0.0068,0.0002,0.012492486,-0.0001497,0.001840157
2006-07-10,-0.001932931,0.0004,-0.0028,0.0056,0.0002,0.000259537,0,0.001992468
2006-07-11,0.000216841,0.0037,0.003,-0.0007,0.0002,0.003017812,-0.000839079,0.001761892
2006-07-12,-0.005451204,-0.0121,-0.0068,0.0029,0.0002,-0.003125551,0,0.002125653
2006-07-13,0.004191871,-0.0143,-0.0058,0.0016,0.0002,0.005198966,0.000697837,0.001504932
2006-07-14,-0.010768401,-0.006,-0.0034,0.0016,0.0002,-0.009280802,0.000685066,0.001972665
2006-07-17,-0.014718737,-0.0022,-0.0045,0.0004,0.0002,-0.012796883,0,0.001721854
2006-07-18,0.004318661,0.0017,0.0018,0.0031,0.0002,0.006069845,0,0.001551184
2006-07-19,-0.000432697,0.0198,0.0091,-0.0027,0.0002,0.000903663,0,0.00113636
2006-07-20,-0.005975308,-0.0111,-0.0163,0.0065,0.0002,-0.004303923,0.000260342,0.001731727
2006-07-21,0.011563088,-0.0089,-0.0083,0.0024,0.0002,0.014633579,-0.001371932,0.001498559
2006-07-24,0.013169099,0.0175,0.0092,-0.0056,0.0002,0.015236224,0,0.001867125
2006-07-25,-0.006032364,0.0069,0.0025,-0.0015,0.0002,-0.003709265,0,0.002123099
2006-07-26,0.00604947,-0.0013,-0.0032,0.0035,0.0002,0.007977777,0,0.001728307
2006-07-27,0.004714228,-0.0058,-0.0072,0.0029,0.0002,0.006945893,0,0.002031665
2006-07-28,0.003177318,0.0131,0.0066,-0.0008,0.0002,0.004730579,0,0.001353261
2006-07-31,-0.002400224,-0.0009,0.0027,-0.0015,0.0002,-0.000728517,0,0.001471707
2006-08-01,0.005691404,-0.006,-0.0098,0.004,0.00018,0.007518922,0,0.001647518
2006-08-02,-0.004220161,0.0064,0.0036,-0.0026,0.00018,-0.002213749,0,0.001826412
2006-08-03,-2.1646E-05,0.0027,0.0085,-0.0047,0.00018,0.002010247,-0.000163593,0.0016883
2006-08-04,-0.013719936,-0.0013,-0.0043,0.0006,0.00018,-0.012096221,0,0.001443715
2006-08-07,0.009534215,-0.0035,-0.0029,0.0011,0.00018,0.010969482,0,0.001255267
2006-08-08,-0.01360668,-0.0042,-0.0079,0.0008,0.00018,-0.0122171,0.00002321,0.00123279
2006-08-09,0.019365119,-0.0052,-0.004,-0.0001,0.00018,0.021092378,0,0.001547259
2006-08-10,-0.003681032,0.0049,0.0038,-0.0041,0.00018,-0.002040475,0,0.001460557
2006-08-11,-0.004851826,-0.0049,-0.0057,0.0014,0.00018,-0.003584281,0.000306348,0.001393893
2006-08-14,0.00424444,0.0012,0.0027,-0.0026,0.00018,0.006625716,-0.000995144,0.001206132
2006-08-15,0.002413323,0.0146,0.0077,-0.0044,0.00018,0.003921048,0,0.001327725
2006-08-16,0.005904362,0.009,0.0061,-0.0049,0.00018,0.007492704,0,0.001408342
2006-08-17,0.009544641,0.0018,0.0035,-0.0021,0.00018,0.011094595,0,0.001369954
2006-08-18,0.002267641,0.003,-0.0016,-0.0014,0.00018,0.004261405,0,0.001813764
2006-08-21,0.000679951,-0.0048,-0.0048,0.0011,0.00018,0.002687394,7.36E-05,0.001901043
2006-08-22,0.007683817,0.0007,0.0026,0.0004,0.00018,0.009705404,0,0.001841587
2006-08-23,-0.004934049,-0.0055,-0.0078,0.0016,0.00018,-0.002027175,-0.000516842,0.002210032
2006-08-24,0.002456205,0.0016,-0.0018,0.0008,0.00018,0.004337853,0,0.001701648
2006-08-25,0.003391802,-0.0007,0.0022,-0.0021,0.00018,0.004098178,0.0010112,0.001537576
2006-08-28,-0.001585911,0.0058,0.0041,-0.0011,0.00018,5.35E-05,0,0.001459411
2006-08-29,0.00140315,0.0033,0.0094,-0.0018,0.00018,0.002797387,0,0.001214237
2006-08-30,0.002439168,0.0013,0.0072,-0.0031,0.00018,0.003937289,0,0.001318121
2006-08-31,-0.000232993,0.0003,0,0.0026,0.00018,0.001816758,0,0.001869751
2006-09-01,0.002589278,0.0049,-0.0027,-0.001,0.0002,0.004464147,0,0.001674869
2006-09-05,0.003209065,0.0021,0.0051,0.0001,0.0002,0.005452051,-0.00050085,0.001542136
2006-09-06,-0.001871338,-0.0113,-0.0101,0.0042,0.0002,-0.001662016,0.00150649,0.001515812
2006-09-07,-0.001417697,-0.005,-0.0018,0.0021,0.0002,-0.000124486,0.000503887,0.001597098
2006-09-08,0.006324063,0.0032,-0.0009,-0.0015,0.0002,0.008103548,0,0.001579485
2006-09-11,0.012178786,-0.0003,-0.0014,-0.0005,0.0002,0.014457135,-0.000405414,0.001672935
2006-09-12,-0.000588443,0.0118,0.0117,-0.0029,0.0002,0.001592195,0,0.001980638
2006-09-13,-0.007635596,0.0045,0.0039,-0.0004,0.0002,-0.005794237,0,0.001641359
2006-09-14,0.006552059,-0.0016,-0.0023,0.0004,0.0002,0.011060184,-0.003008144,0.001299981
2006-09-15,0.008646016,0.0021,-0.0002,-0.0018,0.0002,0.010964984,-0.000437308,0.00168166
2006-09-18,-0.001814093,0.0004,0,-0.0023,0.0002,0.000168653,0,0.001782746
2006-09-19,0.000534536,-0.0029,-0.0022,0.0013,0.0002,0.002565787,0,0.001831251
2006-09-20,-0.000536098,0.006,0.0058,-0.0003,0.0002,0.001277398,0,0.001613496
2006-09-21,-0.000195951,-0.0059,-0.0035,0.0004,0.0002,0.002352625,-0.000390884,0.001957692
2006-09-22,-0.004485392,-0.0041,-0.0087,0.0042,0.0002,-0.00080909,-0.001442395,0.002033907
2006-09-25,0.006101363,0.0086,0.0019,0.001,0.0002,0.008861489,-0.000882828,0.001677298
2006-09-26,0.003307253,0.0071,-0.0036,-0.0021,0.0002,0.005149087,0,0.001641834
2006-09-27,0.002425561,0.0008,0.0035,-0.0008,0.0002,0.004677286,0,0.002051725
2006-09-28,-0.000510756,0.0015,-0.0012,-0.0016,0.0002,0.001580896,0,0.001891652
2006-09-29,0.007283278,-0.0033,-0.0063,0.002,0.0002,0.00905602,0,0.001572742
2006-10-02,-0.000877911,-0.0043,-0.0053,0.002,0.00018,0.002405041,-0.00144939,0.001653562
2006-10-03,-0.002475462,0.0013,-0.0038,0.0043,0.00018,-0.001016283,0,0.001279179
2006-10-04,0.004859288,0.0128,0.0074,-0.0047,0.00018,0.006842589,0,0.001803301
2006-10-05,0.004501535,0.0043,0.009,-0.0032,0.00018,0.005706568,0.000525258,0.001550291
2006-10-06,0.000169601,-0.0031,-0.0005,-0.001,0.00018,0.002270533,0,0.001920932
2006-10-09,0.002088241,0.002,0.0042,0.0008,0.00018,0.004009277,0,0.001741036
2006-10-10,0.007786974,0.0021,-0.0003,-0.0004,0.00018,0.008512078,0.001083808,0.001628912
2006-10-11,-0.001386386,-0.003,-0.0031,0.002,0.00018,0.00153425,-0.000921604,0.001819032
2006-10-12,-0.005144437,0.0107,0.0097,-0.0026,0.00018,-0.003230641,0,0.001733796
2006-10-13,0.006312255,0.0022,0.0048,-0.0006,0.00018,0.00789718,0.000272519,0.001677444
2006-10-16,-0.002756667,0.0034,0.0062,-0.0025,0.00018,-0.001543,0.000130368,0.001164035
2006-10-17,-0.008341847,-0.0044,-0.0024,0.0035,0.00018,-0.006500114,0,0.001661733
2006-10-18,-0.004999792,0.0008,-0.0032,0.0005,0.00018,-0.002978036,0,0.001841756
2006-10-19,0.000725467,0.001,0.0051,-0.0025,0.00018,0.001888256,0.000158236,0.001141025
2006-10-20,0.00625101,-0.0002,-0.0068,-0.0008,0.00018,0.007989025,-0.000132199,0.001425816
2006-10-23,0.002063849,0.0056,-0.0043,-0.0022,0.00018,0.004220156,-0.000431851,0.001544456
2006-10-24,0.001711609,0.0001,-0.0021,0.002,0.00018,0.00372681,0,0.001835201
2006-10-25,0.004693743,0.0032,0.0016,-0.0002,0.00018,0.007748438,-0.00116762,0.001707075
2006-10-26,-0.000391268,0.0063,0.0039,0.002,0.00018,0.001565646,0,0.001776914
2006-10-27,-0.001741353,-0.0088,-0.0033,0.0008,0.00018,-0.000311067,0,0.001250286
2006-10-30,-0.000904343,0.0007,0.0039,0.0016,0.00018,0.000689933,0.000442975,0.001857251
2006-10-31,0.005895115,-0.0007,-0.0036,-0.0017,0.00018,0.007883544,0,0.001808429
2006-11-01,-0.015941154,-0.0087,-0.0103,0.003,0.0002,0.00142735,-0.01503099,0.002137514
2006-11-02,0.016093304,-0.0005,-0.0022,0.0004,0.0002,0.018198194,0,0.00190489
2006-11-03,0.000816384,-0.0012,0.005,-0.0002,0.0002,0.003372453,-0.00032427,0.002031799
2006-11-06,0.003365987,0.0116,0.0026,-0.0013,0.0002,0.005256885,0,0.001690898
2006-11-07,-0.00831792,0.0023,0.0007,-0.0025,0.0002,-0.000990158,-0.005276597,0.001851165
2006-11-08,-0.000159353,0.0029,0.003,0.0033,0.0002,0.001557877,0,0.00151723
2006-11-09,0.000894955,-0.0058,-0.0046,0.0031,0.0002,0.002571349,0,0.001476394
2006-11-10,-0.007875539,0.0026,0.0065,0.0008,0.0002,-0.006265237,-0.00024905,0.001161252
2006-11-13,-0.004336698,0.0027,0.0016,0.0002,0.0002,-0.002954427,-0.00008981,0.001092461
2006-11-14,0.006193728,0.0071,0.0092,-0.0023,0.0002,0.007681433,1.92E-06,0.001289625
2006-11-15,0.001605505,0.0035,0.0056,-0.0035,0.0002,0.003172665,0,0.00136716
2006-11-16,0.000996956,0.0016,-0.0033,0.0014,0.0002,0.002849643,-0.000072114,0.001580573
2006-11-17,-0.005155074,0.0003,-0.0033,-0.0022,0.0002,-0.003431205,0,0.001523869
2006-11-20,-0.012506499,-0.0006,0.0022,0.0002,0.0002,-0.008766425,-0.00225742,0.001282654
2006-11-21,-0.028591831,0.0014,0.0004,-0.0009,0.0002,-0.023834115,-0.003290257,0.001267459
2006-11-22,0.016943588,0.0028,-0.001,-0.0023,0.0002,0.019128684,-0.000528406,0.00145669
2006-11-24,0.026288934,-0.0032,0.0023,0.0007,0.0002,0.027745869,0,0.001256935
2006-11-27,0.000356377,-0.0153,-0.0102,0.003,0.0002,0.001863201,0,0.001306824
2006-11-28,-0.006691215,0.003,0.0001,-0.0004,0.0002,-0.004715714,0,0.001775501
2006-11-29,0.002856828,0.0095,0.0017,-0.0008,0.0002,0.004921991,0,0.001865163
2006-11-30,0.013661597,0.0011,0.0013,0.0017,0.0002,0.01569632,0,0.001834723
2006-12-01,0.00511466,-0.003,-0.0036,0.0012,0.0002,0.007788067,-0.00106144,0.001411967
2006-12-04,-0.010124294,0.0099,0.0086,-0.0017,0.0002,-0.008158376,0,0.001765918
2006-12-05,-0.005214965,0.0041,-0.0021,0.0025,0.0002,0.002642166,-0.005700863,0.001956268
2006-12-06,-0.001216161,-0.001,-0.0008,0.0015,0.0002,0.000487564,0,0.001503725
2006-12-07,-0.019395496,-0.0041,-0.0003,0.0006,0.0002,-0.017890688,0,0.001304808
2006-12-08,0.004284584,0.0014,-0.0017,-0.001,0.0002,0.005858991,0,0.001374407
2006-12-11,0.004275213,0.0018,-0.003,0.0064,0.0002,0.005991566,-0.000264138,0.001252215
2006-12-12,-0.003803016,-0.002,-0.0052,0.0046,0.0002,-0.002375937,0,0.001227079
2006-12-13,-0.009720887,0.0009,-0.0003,0.0013,0.0002,-0.008347523,0,0.001173364
2006-12-14,0.000696808,0.008,-0.0014,-0.001,0.0002,0.007271822,-0.005205413,0.001169601
2006-12-15,0.002860402,0.0007,-0.0035,0.0039,0.0002,0.004373846,0,0.001313444
2006-12-18,0.004414635,-0.0046,-0.0095,0.0019,0.0002,0.006204943,-0.00033704,0.001253268
2006-12-19,-0.014858551,0.0016,-0.0012,0.0003,0.0002,-0.015417338,0.00201705,0.001258263
2006-12-20,0.012469943,-0.0012,0.0055,0.001,0.0002,0.017674264,-0.003762881,0.00124144
2006-12-21,-0.002439527,-0.0038,0.0002,0.0034,0.0002,0.003183651,-0.004265209,0.001157969
2006-12-22,-0.009591959,-0.0048,0.0028,0.0007,0.0002,-0.008612298,0.00024613,0.001025791
2006-12-26,0.004331727,0.0044,0.0033,0.0038,0.0002,0.007824204,-0.001840542,0.001451935
2006-12-27,0.0023744,0.0074,0.0053,-0.001,0.0002,0.003803868,-6.08E-05,0.001168668
2006-12-28,-0.012502503,-0.0018,-0.0017,-0.0004,0.0002,-0.001105271,-0.00990408,0.001293152
2006-12-29,-0.005324769,-0.0051,-0.0025,-0.0013,0.0002,-0.0028323,-0.000458625,0.001833844
2007-01-03,0.004192333,-0.0004,0,0.0018,0.00022,0.006066654,0,0.001654321
2007-01-04,-0.007471635,0.0016,0.0022,-0.0049,0.00022,-0.00578485,0,0.001466785
2007-01-05,0.013269876,-0.0073,-0.0094,-0.0028,0.00022,0.015007112,0,0.001517236
2007-01-08,0.006630784,0.0024,-0.0007,0.0005,0.00022,0.008938711,0,0.002087927
2007-01-09,0.006837697,0,0.003,-0.003,0.00022,0.008653216,0,0.001595519
2007-01-10,-0.001383007,0.0023,-0.0009,-0.0019,0.00022,0.000697572,-0.000124665,0.001735914
2007-01-11,-0.011326758,0.0074,0.006,-0.0036,0.00022,-0.009086797,-0.000675059,0.001344902
2007-01-12,0.002212482,0.005,0.0022,-0.0029,0.00022,0.003573446,0,0.001140964
2007-01-16,0.007804448,0,-0.0027,0,0.00022,0.00887304,0.000288698,0.00113729
2007-01-17,0.022334689,-0.0014,-0.0024,-0.0003,0.00022,0.023798162,0,0.001243473
2007-01-18,0.008723246,-0.0048,-0.0103,0.0042,0.00022,0.010635513,-0.00025007,0.001442197
2007-01-19,-0.010588688,0.0033,0.004,0.0008,0.00022,-0.008671108,0.000054775,0.001752355
2007-01-22,0.000864326,-0.0055,-0.005,0.0031,0.00022,0.002587216,-0.0001809,0.00132199
2007-01-23,-0.002758829,0.0037,0.0058,0.0004,0.00022,-0.000775577,-0.000373151,0.001390101
2007-01-24,-0.003052433,0.0084,0.0027,-0.0023,0.00022,-0.000975884,-0.00023637,0.001620179
2007-01-25,0.01218624,-0.0115,-0.0005,-0.0009,0.00022,0.013958732,0,0.001552492
2007-01-26,-0.005099049,-0.0006,0.0053,0.0011,0.00022,-0.003537897,0,0.001341152
2007-01-29,0.011060937,0.0002,0.0058,0.0024,0.00022,0.012625169,0,0.001344232
2007-01-30,0.005164715,0.0052,0.0001,0.0016,0.00022,0.006965487,0,0.001580772
2007-01-31,0.009650418,0.0064,-0.0039,0.0001,0.00022,0.011460757,0,0.001590339
2007-02-01,-0.001435614,0.0059,0.0032,-0.0021,0.0002,7.25E-05,0,0.001308114
2007-02-02,-0.00477042,0.0015,0.0008,0.0022,0.0002,-0.002965089,0,0.001605331
2007-02-07,0.000224196,0.0021,0.0037,0.0007,0.0002,0.002221161,0,0.001796965
2007-02-08,0.000522693,-0.001,0.0024,-0.0025,0.0002,0.002330334,0,0.001607641
2007-02-09,-0.009808778,-0.0076,-0.0037,0.0019,0.0002,-0.007861826,1.97E-05,0.001766652
2007-02-12,-0.002444165,-0.0035,0.0021,0.0011,0.0002,-0.001397242,0.00028234,0.001129263
2007-02-13,-0.010297348,0.0072,-0.0018,0.003,0.0002,-0.008422854,-0.000347,0.001327494
2007-02-14,-0.008329203,0.0073,-0.0049,-0.0018,0.0002,-0.007155971,0.000327238,0.00130047
2007-02-15,0.016295856,0.0011,0.0015,-0.0042,0.0002,0.017754601,0,0.001258745
2007-02-16,0.015715867,0,0.0026,0.0006,0.0002,0.016799572,0.00037076,0.001254465
2007-02-20,-0.003656676,0.0042,0.0062,-0.0014,0.0002,-0.002177108,0.000374619,0.001654187
2007-02-21,-0.004405795,-0.0009,0.0032,-0.0025,0.0002,-0.002252431,-0.000606785,0.001346579
2007-02-22,0.003863149,-0.0006,0.0037,-0.0013,0.0002,0.00534867,0,0.001285521
2007-02-23,0.001602925,-0.0031,0.0015,-0.0028,0.0002,0.002732734,0.000138347,0.001068156
2007-02-26,-0.000197829,-0.0019,-0.0013,0.0005,0.0002,0.001469056,0,0.001466885
2007-02-27,0.002480626,-0.0343,-0.002,0.0018,0.0002,0.004148338,0,0.001467712
2007-02-28,-0.01217113,0.0047,-0.0051,0.002,0.0002,-0.010088336,0,0.001882794
2007-03-01,0.005193645,-0.0025,-0.0011,0.0015,0.00019,0.006927444,0,0.001543799
2007-03-02,-0.005747426,-0.0124,-0.0064,0.0026,0.00019,-0.003093637,0,0.002463789
2007-03-05,0.00209086,-0.0111,-0.0069,-0.0031,0.00019,0.004986282,-0.000588132,0.00211729
2007-03-06,-0.02142994,0.0158,0.0065,-0.0002,0.00019,-0.019877428,0,0.001362512
2007-03-07,0.011293912,-0.0021,-0.0009,0.0007,0.00019,0.013515825,-0.000360639,0.001671274
2007-03-08,0.009548517,0.0068,-0.0003,-0.0006,0.00019,0.011463236,0,0.001724719
2007-03-09,0.006901076,0.0009,0.0028,0.0016,0.00019,0.008739195,0,0.001648119
2007-03-12,0.001508506,0.0028,0.003,-0.0022,0.00019,0.003201787,0,0.001503281
2007-03-13,0.003961184,-0.0203,-0.0021,-0.0026,0.00019,0.005810922,-0.0002856,0.001374138
2007-03-14,0.004001736,0.0057,0.001,-0.0005,0.00019,0.00580537,-0.000327579,0.001286055
2007-03-15,-0.003603025,0.0044,0.0049,0.0016,0.00019,-0.002330462,0.00044455,0.001527113
2007-03-16,0.012032219,-0.0042,-0.0009,-0.0019,0.00019,0.014282308,0,0.002060089
2007-03-19,0.003892068,0.0108,-0.001,-0.0009,0.00019,0.005869221,0,0.001787153
2007-03-20,0.004429941,0.0067,0.0003,0.0011,0.00019,0.006520987,0,0.001901046
2007-03-21,-0.001705069,0.0164,-0.0011,-0.0012,0.00019,0.000101189,0,0.001616258
2007-03-22,-0.005359276,-0.0002,0.0023,-0.0043,0.00019,-0.003159004,-0.00053562,0.001474652
2007-03-23,-0.003180167,0.0008,0.0008,0.0008,0.00019,-0.001698055,0,0.001292112
2007-03-26,0.0056293,0.0006,-0.0003,-0.0017,0.00019,0.007384342,0,0.001565042
2007-03-27,0.000935701,-0.0061,-0.0019,-0.0006,0.00019,-0.000127588,0.002445025,0.001191736
2007-03-28,-0.003564781,-0.0074,0.0022,0.0003,0.00019,-0.001374083,0,0.002000698
2007-03-29,-0.001065353,0.0029,-0.002,0.0011,0.00019,0.000580134,0,0.001455487
2007-03-30,0.000696286,-0.0007,0.0031,-0.0011,0.00019,0.002306819,0,0.001420533
2007-04-02,-0.000168012,0.0022,0.0009,-0.0022,0.00022,0.001800163,-0.000217791,0.001530384
2007-04-03,-0.002077459,0.0093,0.0006,-0.0008,0.00022,-0.000353901,0,0.001503558
2007-04-04,0.008445682,0.0009,-0.0019,-0.0026,0.00022,0.010401336,-0.0001539,0.001581754
2007-04-05,0.001049657,0.0031,0.0003,-0.0016,0.00022,0.002245845,0,0.000976188
2007-04-09,-0.00813469,0.0005,-0.0024,0.0002,0.00022,-0.005926642,-0.000123916,0.001864132
2007-04-10,-0.006074805,0.0022,0.0007,0.0004,0.00022,-0.004225869,0,0.001628936
2007-04-11,-0.004952269,-0.0064,-0.0011,0.0013,0.00022,-0.003047652,-0.000148733,0.001535884
2007-04-12,0.006792251,0.0061,0.0024,-0.0015,0.00022,0.00854314,3.91E-05,0.001569989
2007-04-13,0.000229569,0.0034,0.0023,-0.0005,0.00022,0.002460242,-0.000396719,0.001613954
2007-04-16,0.012842219,0.0106,0.0028,0.0005,0.00022,0.014442384,0,0.001380165
2007-04-17,-0.004267481,0.0009,-0.0043,-0.0007,0.00022,-0.002434135,0,0.001613346
2007-04-18,0.001979237,0,-0.0075,0.0056,0.00022,0.003582949,0,0.001383712
2007-04-19,0.003829083,-0.0023,-0.0037,-0.0008,0.00022,0.005462344,0,0.001413261
2007-04-20,-0.004245382,0.0089,0.0023,-0.0004,0.00022,-0.001753695,-0.000978926,0.001292761
2007-04-23,0.004665221,-0.0024,0.0009,-0.0034,0.00022,0.006193019,0,0.001307798
2007-04-24,0.000172192,-0.001,-0.0006,-0.0024,0.00022,0.001949985,0,0.001557793
2007-04-25,-0.004267672,0.0091,-0.0038,0.0019,0.00022,-0.002354576,0,0.001693096
2007-04-26,0.002126476,-0.0002,0.003,-0.0028,0.00022,0.003609331,0,0.001262855
2007-04-27,-0.005752485,-0.0013,-0.003,-0.0041,0.00022,-0.004304517,0,0.001227968
2007-04-30,-0.005832895,-0.0093,-0.0088,-0.0003,0.00022,-0.004199345,0,0.00141355
2007-05-01,0.000915688,0.0022,-0.0006,-0.0003,0.00018,0.00233187,0,0.001236182
2007-05-02,0.00880827,0.0079,0.0062,0.0003,0.00018,0.010426785,0,0.001438515
2007-05-03,0.000742271,0.0037,-0.0034,0.0015,0.00018,0.002869483,-0.00009099,0.001856222
2007-05-04,0.016362771,0.0025,0.0017,0.0002,0.00018,0.01796589,-0.00019119,0.001231929
2007-05-07,0.00575455,0.0018,-0.0037,0.0028,0.00018,0.00716788,0,0.00123333
2007-05-08,-0.009026354,-0.0013,-0.0003,-0.0012,0.00018,-0.007807867,0,0.001038487
2007-05-09,-0.001275342,0.0035,0.0008,-0.0003,0.00018,0.000231354,-0.000113275,0.001213421
2007-05-10,0.005419936,-0.0142,-0.0051,0.0025,0.00018,0.006885203,0,0.001285267
2007-05-11,-0.004914513,0.0095,0.002,0.0003,0.00018,-0.002983202,-0.000186469,0.001564842
2007-05-14,-0.005403186,-0.0028,-0.0058,-0.0002,0.00018,-0.00290297,-0.001078135,0.001242081
2007-05-15,0.005770134,-0.0027,-0.0075,0.0016,0.00018,0.007474619,0.00011088,0.001635365
2007-05-16,-0.012437947,0.0082,-0.002,0.0004,0.00018,-0.010385831,0,0.001872116
2007-05-17,0.006798198,-0.001,-0.0035,-0.0002,0.00018,0.008767269,-0.000135819,0.001653252
2007-05-18,0.003623134,0.0066,0.0042,-0.005,0.00018,0.005585636,-0.000174685,0.001607817
2007-05-21,0.004446193,0.0031,0.0089,-0.0019,0.00018,0.007164107,-0.0010642,0.001473714
2007-05-22,0.000847467,0.0008,0.007,0.0002,0.00018,0.002076286,-0.000046182,0.001002637
2007-05-23,0.00455493,-0.0018,-0.002,-0.0015,0.00018,0.005722216,0.000372794,0.00136008
2007-05-24,0.001144261,-0.0107,-0.0038,-0.0007,0.00018,0.002965981,-4.11E-05,0.00160062
2007-05-25,-0.008716092,0.0055,0.0023,-0.0006,0.00018,-0.006551022,-0.00048998,0.00149509
2007-05-29,-0.010547641,0.0024,0.006,-0.0003,0.00018,-0.008780003,0,0.001587638
2007-05-30,0.014977489,0.0077,-0.0021,-0.0008,0.00018,0.016739295,0,0.001581806
2007-05-31,-0.006814028,0.0013,0.0036,-0.0031,0.00018,-0.005188208,0,0.00144582
2007-06-01,-0.005257667,0.0044,0.0029,0.0009,0.00019,-0.003639208,-0.000190086,0.001238373
2007-06-04,0.004845176,0.0018,0.0007,-0.0001,0.00019,0.006256208,0,0.001221032
2007-06-05,0.001006309,-0.0055,-0.0013,-0.0021,0.00019,0.002453438,0,0.001257129
2007-06-06,0.007732865,-0.0092,0.0011,0.0003,0.00019,0.008911055,0.000197424,0.001185614
2007-06-07,0.002266027,-0.0175,-0.0004,0.0012,0.00019,0.004130532,1.04E-05,0.001684905
2007-06-08,0.000814834,0.0107,-0.0002,-0.0006,0.00019,0.002516225,0,0.001511391
2007-06-11,-0.003581512,0.0008,-0.0032,0.0016,0.00019,-0.001849295,0,0.001542217
2007-06-12,0.00027781,-0.0106,-0.0019,-0.0009,0.00019,0.002609604,-0.0002168,0.001924994
2007-06-13,-0.001678997,0.0137,-0.002,-0.0017,0.00019,0.000835133,-0.00033138,0.00199275
2007-06-14,-0.000225036,0.005,0.0013,-0.0013,0.00019,0.003753685,-0.002102124,0.001686597
2007-06-15,0.006781345,0.0069,0.005,0,0.00019,0.008617052,-0.00019296,0.001452747
2007-06-18,-0.001857027,-0.0013,-0.0002,-0.0002,0.00019,-7.75E-06,0,0.001659277
2007-06-19,0.002947311,0.0014,0.0001,0.001,0.00019,0.004897042,0,0.001759731
2007-06-20,-0.001472335,-0.0129,0.0007,-0.0016,0.00019,0.000383271,0,0.001665606
2007-06-21,-0.001126436,0.0056,-0.0019,-0.0003,0.00019,0.000633311,-0.000216452,0.001353295
2007-06-22,-0.000220554,-0.0125,0.0058,0,0.00019,0.001688251,-0.000390075,0.00132873
2007-06-25,0.002560982,-0.0039,-0.0039,-0.001,0.00019,0.005616115,-0.001321199,0.001543934
2007-06-26,-0.006895243,-0.0035,0.0017,-0.0024,0.00019,-0.00485551,0,0.001849733
2007-06-27,-0.001362421,0.0092,0.0048,-0.0036,0.00019,0.000403231,0,0.001575652
2007-06-28,0.013073126,0.0003,0.0017,0.0006,0.00019,0.014868278,0,0.001605152
