Date,Daily Return,Mkt-RF,SMB,HML,RF,Strategy return,dividends,tc
2007-02-07,8.21E-04,0.0021,0.0037,0.0007,0.0002,0.001020589,0,0
2007-02-08,3.86E-05,-0.001,0.0024,-0.0025,0.0002,-0.00039968,0.00063827,0
2007-02-09,6.53E-04,-0.0076,-0.0037,0.0019,0.0002,0.000538541,0.000314516,0
2007-02-12,-3.08E-03,-0.0035,0.0021,0.0011,0.0002,-0.002965043,8.13E-05,0
2007-02-13,-2.33E-03,0.0072,-0.0018,0.003,0.0002,-0.00383744,0.00170586,0
2007-02-14,1.27E-03,0.0073,-0.0049,-0.0018,0.0002,0.001257038,0.000214564,0
2007-02-15,2.96E-03,0.0011,0.0015,-0.0042,0.0002,0.003113633,0.00004515,0
2007-02-16,9.64E-04,0,0.0026,0.0006,0.0002,0.000674898,0.000489492,0
2007-02-20,-2.37E-03,0.0042,0.0062,-0.0014,0.0002,-0.002334977,0.000168393,0
2007-02-21,-1.51E-03,-0.0009,0.0032,-0.0025,0.0002,-0.001383182,0.000072616,0
2007-02-22,-9.16E-05,-0.0006,0.0037,-0.0013,0.0002,9.17E-05,1.67E-05,0
2007-02-23,-8.88E-05,-0.0031,0.0015,-0.0028,0.0002,-9.35E-05,0.000219931,1.52E-05
2007-02-26,3.64E-03,-0.0019,-0.0013,0.0005,0.0002,0.003840886,0,0
2007-02-27,-3.54E-03,-0.0343,-0.002,0.0018,0.0002,-0.003566202,0.00022471,0
2007-02-28,-9.04E-03,0.0047,-0.0051,0.002,0.0002,-0.008979684,0.000135865,0
2007-03-01,2.26E-04,-0.0025,-0.0011,0.0015,0.00019,0.000416035,0,0
2007-03-02,-1.28E-03,-0.0124,-0.0064,0.0026,0.00019,-0.001219487,0.000124837,0
2007-03-05,-8.29E-03,-0.0111,-0.0069,-0.0031,0.00019,-0.008189289,8.66E-05,0
2007-03-06,-2.33E-03,0.0158,0.0065,-0.0002,0.00019,-0.002944304,0.000803305,0
2007-03-07,4.41E-03,-0.0021,-0.0009,0.0007,0.00019,0.004603123,0,0
2007-03-08,4.76E-03,0.0068,-0.0003,-0.0006,0.00019,0.004950568,0,0
2007-03-09,2.67E-03,0.0009,0.0028,0.0016,0.00019,0.002765036,9.84E-05,0
2007-03-12,1.19E-03,0.0028,0.003,-0.0022,0.00019,0.001295629,8.16E-05,0
2007-03-13,2.22E-03,-0.0203,-0.0021,-0.0026,0.00019,0.000556723,0.001850737,0
2007-03-14,-7.24E-03,0.0057,0.001,-0.0005,0.00019,-0.007360206,0.000314732,0
2007-03-15,1.15E-03,0.0044,0.0049,0.0016,0.00019,0.001246836,0.000092322,0
2007-03-16,2.36E-03,-0.0042,-0.0009,-0.0019,0.00019,0.002374024,0.000171689,0
2007-03-19,4.15E-04,0.0108,-0.001,-0.0009,0.00019,0.000521895,0.0000836,0
2007-03-20,1.09E-03,0.0067,0.0003,0.0011,0.00019,0.001284167,0,0
2007-03-21,3.29E-03,0.0164,-0.0011,-0.0012,0.00019,0.002661993,0.00081382,0
2007-03-22,3.96E-03,-0.0002,0.0023,-0.0043,0.00019,0.004072003,0.000077175,0
2007-03-23,1.85E-03,0.0008,0.0008,0.0008,0.00019,0.001918084,0.000120383,0
2007-03-26,1.81E-03,0.0006,-0.0003,-0.0017,0.00019,0.001583143,0.000421429,0
2007-03-27,-3.95E-04,-0.0061,-0.0019,-0.0006,0.00019,-0.000204583,0,0
2007-03-28,-2.86E-03,-0.0074,0.0022,0.0003,0.00019,-0.002643051,0,2.26E-05
2007-03-29,1.54E-03,0.0029,-0.002,0.0011,0.00019,0.001733865,0,0
2007-03-30,1.56E-03,-0.0007,0.0031,-0.0011,0.00019,0.001590104,0.000158251,0
2007-04-02,1.07E-04,0.0022,0.0009,-0.0022,0.00022,0.000327454,0,0
2007-04-03,2.43E-03,0.0093,0.0006,-0.0008,0.00022,0.002558739,8.96E-05,0
2007-04-04,2.12E-03,0.0009,-0.0019,-0.0026,0.00022,0.002260869,8.08E-05,0
2007-04-05,1.07E-03,0.0031,0.0003,-0.0016,0.00022,0.001235304,5.33E-05,0
2007-04-09,3.46E-03,0.0005,-0.0024,0.0002,0.00022,0.003607373,7.34E-05,0
2007-04-10,9.12E-04,0.0022,0.0007,0.0004,0.00022,0.000451243,0.000680638,0
2007-04-11,1.22E-03,-0.0064,-0.0011,0.0013,0.00022,0.000505691,0.000939259,0
2007-04-12,-2.47E-03,0.0061,0.0024,-0.0015,0.00022,-0.003257827,0.001011357,0
2007-04-13,2.52E-03,0.0034,0.0023,-0.0005,0.00022,0.002708252,0.000027423,0
2007-04-16,1.74E-03,0.0106,0.0028,0.0005,0.00022,0.001914952,4.31E-05,0
2007-04-17,1.39E-04,0.0009,-0.0043,-0.0007,0.00022,0.000359121,0,0
2007-04-18,-1.72E-03,0,-0.0075,0.0056,0.00022,-0.001659169,0.000159003,0
2007-04-19,-2.79E-03,-0.0023,-0.0037,-0.0008,0.00022,-0.00302524,0.000451119,0
2007-04-20,3.54E-03,0.0089,0.0023,-0.0004,0.00022,0.003667753,9.23E-05,0
2007-04-23,1.26E-03,-0.0024,0.0009,-0.0034,0.00022,0.001314979,0.000167253,0
2007-04-24,-1.75E-04,-0.001,-0.0006,-0.0024,0.00022,7.67E-06,0.000044404,7.49E-06
2007-04-25,9.53E-04,0.0091,-0.0038,0.0019,0.00022,0.001172614,0,0
2007-04-26,2.25E-03,-0.0002,0.003,-0.0028,0.00022,0.002475606,0,7.46E-06
2007-04-27,-4.80E-04,-0.0013,-0.003,-0.0041,0.00022,-0.000259907,0,0
2007-04-30,2.77E-03,-0.0093,-0.0088,-0.0003,0.00022,0.002990669,0,0
2007-05-01,-4.07E-03,0.0022,-0.0006,-0.0003,0.00018,-0.004062603,0.000177294,0
2007-05-02,6.45E-04,0.0079,0.0062,0.0003,0.00018,0.00074139,8.37E-05,0
2007-05-03,3.21E-03,0.0037,-0.0034,0.0015,0.00018,0.003366157,0.00002508,0
2007-05-04,1.34E-03,0.0025,0.0017,0.0002,0.00018,0.001495934,2.63E-05,0
2007-05-07,1.13E-03,0.0018,-0.0037,0.0028,0.00018,0.001197576,0.000107937,0
2007-05-08,6.06E-05,-0.0013,-0.0003,-0.0012,0.00018,-0.000542413,0.000782996,0
2007-05-09,-2.28E-03,0.0035,0.0008,-0.0003,0.00018,-0.00209513,0,0
2007-05-10,1.23E-03,-0.0142,-0.0051,0.0025,0.00018,0.001342698,6.86E-05,0
2007-05-11,-2.12E-03,0.0095,0.002,0.0003,0.00018,-0.003663025,0.001726411,0
2007-05-14,2.43E-03,-0.0028,-0.0058,-0.0002,0.00018,0.002455972,0.000154508,0
2007-05-15,-2.07E-03,-0.0027,-0.0075,0.0016,0.00018,-0.002041991,0.000151998,0
2007-05-16,-1.88E-03,0.0082,-0.002,0.0004,0.00018,-0.001908639,0.000204904,0
2007-05-17,8.48E-04,-0.001,-0.0035,-0.0002,0.00018,0.000954385,7.38E-05,0
2007-05-18,-1.36E-03,0.0066,0.0042,-0.005,0.00018,-0.001226123,0.00005015,0
2007-05-21,-5.86E-04,0.0031,0.0089,-0.0019,0.00018,-0.000554009,0.000147904,0
2007-05-22,-1.12E-03,0.0008,0.007,0.0002,0.00018,-0.001235467,0.000299212,0
2007-05-23,-1.80E-03,-0.0018,-0.002,-0.0015,0.00018,-0.001921273,0.000299674,0
2007-05-24,-2.28E-03,-0.0107,-0.0038,-0.0007,0.00018,-0.002306693,0.000210087,0
2007-05-25,-6.55E-03,0.0055,0.0023,-0.0006,0.00018,-0.006350458,0,2.21E-05
2007-05-29,3.18E-03,0.0024,0.006,-0.0003,0.00018,0.003356997,0,0
2007-05-30,-2.69E-04,0.0077,-0.0021,-0.0008,0.00018,-8.90E-05,0,0
2007-05-31,5.00E-03,0.0013,0.0036,-0.0031,0.00018,0.004969299,0.000213359,0
2007-06-01,1.66E-03,0.0044,0.0029,0.0009,0.00019,0.001852871,0,0
2007-06-04,-8.30E-04,0.0018,0.0007,-0.0001,0.00019,-0.000758393,0.000118311,0
2007-06-05,1.67E-03,-0.0055,-0.0013,-0.0021,0.00019,0.001734506,0.000127423,0
2007-06-06,-2.12E-03,-0.0092,0.0011,0.0003,0.00019,-0.002677022,0.000748863,0
2007-06-07,-6.52E-03,-0.0175,-0.0004,0.0012,0.00019,-0.006327334,0,0
2007-06-08,-1.53E-02,0.0107,-0.0002,-0.0006,0.00019,-0.015115853,0.000024339,0
2007-06-11,2.02E-03,0.0008,-0.0032,0.0016,0.00019,0.002020933,0.000193785,0
2007-06-12,-4.95E-03,-0.0106,-0.0019,-0.0009,0.00019,-0.004796209,3.57E-05,0
2007-06-13,-6.76E-03,0.0137,-0.002,-0.0017,0.00019,-0.009064531,0.002496907,0
2007-06-14,6.64E-03,0.005,0.0013,-0.0013,0.00019,0.006702571,0.000126102,0
2007-06-15,3.32E-03,0.0069,0.005,0,0.00019,0.003429129,0.0000776,0
2007-06-18,3.63E-03,-0.0013,-0.0002,-0.0002,0.00019,0.003824598,0,0
2007-06-19,-1.06E-03,0.0014,0.0001,0.001,0.00019,-0.000869873,0,0
2007-06-20,3.50E-03,-0.0129,0.0007,-0.0016,0.00019,0.003059684,0.000635043,0
2007-06-21,-6.08E-03,0.0056,-0.0019,-0.0003,0.00019,-0.006016466,0.000121611,0
2007-06-22,-1.23E-03,-0.0125,0.0058,0,0.00019,-0.001879763,0.000841961,0
2007-06-25,-2.99E-03,-0.0039,-0.0039,-0.001,0.00019,-0.002795241,0,0
2007-06-26,-3.11E-03,-0.0035,0.0017,-0.0024,0.00019,-0.002917931,0,0
2007-06-27,-7.07E-03,0.0092,0.0048,-0.0036,0.00019,-0.006877583,0,7.35E-06
2007-06-28,5.62E-03,0.0003,0.0017,0.0006,0.00019,0.005809517,0,0
2007-06-29,4.70E-03,-0.0019,-0.0033,-0.0005,0.00019,0.004717502,0.000182065,7.33E-06
2007-07-02,9.04E-04,0.0106,-0.0008,0.0011,0.00019,0.001094176,0,0
2007-07-03,6.76E-03,0.0036,-0.0004,-0.0012,0.00019,0.006906978,0.000039582,0
2007-07-05,1.81E-03,0.0007,0.002,-0.0057,0.00019,0.001951127,4.81E-05,0
2007-07-06,-1.41E-03,0.004,-0.0007,-0.0006,0.00019,-0.001268285,5.20E-05,0
2007-07-09,2.14E-03,0.001,0.0006,-0.0009,0.00019,0.002332107,0,0
2007-07-10,-2.68E-04,-0.0143,-0.0016,-0.0038,0.00019,-0.00075086,0.000672415,0
2007-07-11,-4.06E-03,0.0055,-0.0031,-0.0008,0.00019,-0.004918581,0.001044271,0
2007-07-12,2.71E-04,0.0178,-0.0017,-0.0026,0.00019,-0.000502024,0.000962822,0
2007-07-13,-7.03E-05,0.0028,-0.003,0.0005,0.00019,-0.000108755,0.000228434,0
2007-07-16,-1.21E-03,-0.0031,-0.0043,-0.0033,0.00019,-0.001066777,4.90E-05,0
2007-07-17,-3.09E-03,0.0002,0.0015,-0.002,0.00019,-0.002897051,0,0
2007-07-18,-5.59E-03,-0.0025,-0.002,-0.0025,0.00019,-0.005563396,0.000168311,0
2007-07-19,-2.04E-03,0.0044,0.0033,-0.0046,0.00019,-0.001967581,0.000115234,0
2007-07-20,7.45E-04,-0.0125,-0.0027,-0.0021,0.00019,0.000471297,0.000463705,0
2007-07-23,-1.26E-03,0.0036,-0.0041,-0.0049,0.00019,-0.001095522,2.81E-05,0
2007-07-24,-3.44E-03,-0.0204,-0.0053,-0.003,0.00019,-0.003254921,0,0
2007-07-25,-8.90E-03,0.003,-0.0042,0.0006,0.00019,-0.008863874,0.000158276,0
2007-07-26,-1.27E-02,-0.0236,-0.0008,-0.0022,0.00019,-0.012503934,0,0
2007-07-27,-1.22E-02,-0.0151,-0.001,0.0009,0.00019,-0.011947517,0,1.45E-05
2007-07-30,5.22E-03,0.0093,-0.0027,-0.0007,0.00019,0.005408717,0,0
2007-07-31,6.60E-03,-0.0119,0.0036,-0.001,0.00019,0.006587861,0.000201622,0
2007-08-01,-6.44E-03,0.0051,-0.0051,-0.003,0.00018,-0.006264723,0,0
2007-08-02,-2.54E-03,0.0055,0.0017,-0.003,0.00018,-0.002389095,0.00002811,0
2007-08-03,2.89E-03,-0.0266,-0.0066,-0.0079,0.00018,0.00304284,0.000030492,0
2007-08-06,-7.68E-03,0.0207,-0.0114,-0.0041,0.00018,-0.007811451,0.000314111,0
2007-08-07,-6.18E-03,0.0065,0.0031,-0.0061,0.00018,-0.005998866,0,0
2007-08-08,6.59E-03,0.0147,0.0118,-0.0068,0.00018,0.006768802,0,0
2007-08-09,-1.89E-03,-0.0274,0.0168,-0.0059,0.00018,-0.002395723,0.000685303,0
2007-08-10,-7.88E-03,0.0003,-0.0003,0.0143,0.00018,-0.008025232,0.000322127,0
2007-08-13,-3.93E-04,-0.0006,-0.0116,0.0022,0.00018,-0.001948651,0.001735564,0
2007-08-14,-3.90E-03,-0.0183,-0.0006,-0.0016,0.00018,-0.003759774,0.0000414,0
2007-08-15,-2.70E-02,-0.0146,0.0002,0,0.00018,-0.027022756,0.000208422,0
2007-08-16,-3.77E-02,0.0031,0.0121,0.0137,0.00018,-0.037583532,8.86E-05,0
2007-08-17,1.87E-02,0.0236,-0.0042,0.0042,0.00018,0.018820213,0.00002714,0
2007-08-20,3.02E-02,0,0.0015,-0.0033,0.00018,0.030192789,0.00016588,0
2007-08-21,5.16E-03,0.0015,-0.0002,0.0001,0.00018,0.005295904,3.93E-05,0
2007-08-22,1.54E-02,0.012,0.0005,-0.0001,0.00018,0.014526683,0.001032581,0
2007-08-23,1.03E-02,-0.0023,-0.0099,0.0019,0.00018,0.010179442,0.000286782,0
2007-08-24,-1.10E-03,0.0121,0.0012,-0.0027,0.00018,-0.000946363,2.83E-05,0
2007-08-27,3.72E-03,-0.0085,-0.0011,-0.0016,0.00018,0.003909244,0,7.25E-06
2007-08-28,-5.41E-03,-0.0233,-0.0008,-0.0041,0.00018,-0.00522711,0,0
2007-08-29,-7.46E-03,0.0213,0.0013,0.0002,0.00018,-0.007277201,0,0
2007-08-30,3.11E-03,-0.0043,-0.0001,-0.0046,0.00018,0.003287955,0,0
2007-08-31,9.90E-03,0.0112,0.0006,-0.0003,0.00018,0.009734614,0.000345856,0
2007-09-04,4.02E-03,0.0103,-0.002,0,0.00017,0.004190641,0,0
2007-09-05,2.54E-03,-0.0105,-0.0001,-0.0035,0.00017,0.002620471,9.01E-05,0
2007-09-06,3.47E-03,0.0042,0,-0.002,0.00017,0.003581313,5.63E-05,0
2007-09-07,-5.39E-04,-0.017,-0.0032,0.0022,0.00017,-0.000482465,0.00011325,0
2007-09-10,-1.62E-05,-0.0027,-0.005,-0.0021,0.00017,-0.0001293,0.0002831,0
2007-09-11,2.14E-03,0.0135,0.0005,-0.0031,0.00017,0.00206085,0.000252548,0
2007-09-12,1.45E-03,-0.0003,-0.0046,-0.0018,0.00017,-0.001118889,0.002743076,0
2007-09-13,-7.89E-05,0.0069,-0.0064,0.0024,0.00017,-0.000295612,0.000386716,0
2007-09-14,-5.84E-03,0.001,0.0038,-0.001,0.00017,-0.005722664,5.06E-05,0
2007-09-17,-2.20E-04,-0.006,-0.0043,0,0.00017,-0.00014467,9.51E-05,0
2007-09-18,-1.80E-03,0.0288,0.0062,0.0044,0.00017,-0.002393113,0.000761205,0
2007-09-19,1.34E-02,0.0059,0.0059,0.0019,0.00017,0.013565869,0,0
2007-09-20,-1.94E-03,-0.0065,-0.0013,-0.0034,0.00017,-0.002082727,0.000311509,0
2007-09-21,-2.83E-03,0.0043,-0.0022,-0.0027,0.00017,-0.003022262,0.000359766,0
2007-09-24,4.71E-03,-0.0056,-0.0038,-0.0062,0.00017,0.004877678,0,0
2007-09-25,-2.95E-03,-0.0003,-0.003,-0.0038,0.00017,-0.002779144,0,0
2007-09-26,2.15E-03,0.006,0.0019,-0.0019,0.00017,0.002323098,0,0
2007-09-27,1.83E-03,0.0043,0.0018,-0.0008,0.00017,0.001997783,0,0
2007-09-28,1.96E-03,-0.0037,-0.0056,0,0.00017,0.001892662,0.00023672,0
2007-10-01,3.26E-04,0.0137,0.0082,0.0007,0.00014,0.000466109,0,0
2007-10-02,5.17E-03,0.0011,0.0067,0.0021,0.00014,0.005213652,0.00009438,0
2007-10-03,-2.87E-04,-0.0048,-0.0022,-0.0011,0.00014,-0.000319316,0.000172545,0
2007-10-04,-2.10E-03,0.0018,-0.0005,0.0006,0.00014,-0.001995785,3.84E-05,0
2007-10-05,2.14E-03,0.011,0.0065,-0.0006,0.00014,0.002268021,1.64E-05,0
2007-10-08,1.21E-03,-0.0027,-0.002,-0.0034,0.00014,0.001345827,0,0
2007-10-09,4.15E-04,0.0078,-0.0021,-0.0022,0.00014,-0.000276929,0.000832169,0
2007-10-10,5.68E-04,-0.0013,0,-0.0043,0.00014,0.000692698,0.00001512,0
2007-10-11,2.53E-03,-0.0058,-0.0064,0.0047,0.00014,0.001010535,0.001660308,0
2007-10-12,-3.04E-03,0.0051,0.0013,-0.0032,0.00014,-0.003098902,0.00020158,0
2007-10-15,1.45E-03,-0.0089,-0.0042,-0.0019,0.00014,0.001188034,0.000406221,0
2007-10-16,-7.88E-03,-0.0067,-0.0004,-0.0031,0.00014,-0.007918412,0.000177732,0
2007-10-17,-6.57E-04,0.0022,-0.0018,-0.0019,0.00014,-0.000620848,0.000103719,0
2007-10-18,-4.63E-03,-0.001,0.0011,-0.0043,0.00014,-0.004489077,0,0
2007-10-19,5.72E-05,-0.0245,-0.0051,0.0001,0.00014,9.53E-05,0.000101896,0
2007-10-22,-1.25E-02,0.0047,0.009,0.0006,0.00014,-0.012823904,0.000471681,0
2007-10-23,7.46E-03,0.0085,0.0008,-0.0061,0.00014,0.00725882,0.00034593,0
2007-10-24,-6.44E-04,-0.0033,-0.0046,-0.0025,0.00014,-0.000503796,0,0
2007-10-25,-1.06E-03,-0.0019,-0.0032,-0.0016,0.00014,-0.001087082,0.000169479,0
2007-10-26,3.80E-04,0.0138,0.0028,0.0035,0.00014,0.00051961,0,0
2007-10-29,3.68E-03,0.004,-0.0029,-0.0054,0.00014,0.003536761,0.000281548,0
2007-10-30,-7.27E-04,-0.0064,0.0005,0.0018,0.00014,-0.000586911,0,0
2007-10-31,-6.56E-06,0.0123,0,-0.0017,0.00014,-5.90E-06,0.000139343,0
2007-11-01,-8.74E-05,-0.0266,-0.0091,-0.0045,0.00016,7.26E-05,0,0
2007-11-02,-3.50E-03,0.0008,0.002,-0.009,0.00016,-0.004318355,0.000976312,0
2007-11-05,-1.02E-02,-0.0059,-0.0034,-0.0003,0.00016,-0.01020996,0.00016025,0
2007-11-06,7.62E-04,0.0119,0.0001,-0.0016,0.00016,0.000921505,0,0
2007-11-07,-4.49E-03,-0.0277,-0.001,-0.0052,0.00016,-0.004331176,0,0
2007-11-08,-9.49E-03,-0.0005,0.0055,0.0114,0.00016,-0.009328449,0,0
2007-11-09,-1.14E-02,-0.0146,0.0017,0.0092,0.00016,-0.01142688,0.000175898,0
2007-11-12,-1.29E-03,-0.0108,0.0038,0.003,0.00016,-0.003181664,0.002048119,0
2007-11-13,-6.86E-03,0.0281,-0.0048,0.0017,0.00016,-0.007555663,0.000855549,0
2007-11-14,9.06E-03,-0.0063,-0.0016,-0.0023,0.00016,0.009223726,0,0
2007-11-15,-9.21E-03,-0.0125,0.0001,-0.0009,0.00016,-0.009147435,9.25E-05,0
2007-11-16,-5.38E-03,0.0041,-0.0061,-0.0069,0.00016,-0.005854262,0.000636479,0
2007-11-19,-2.21E-03,-0.0181,-0.0028,-0.0039,0.00016,-0.00221614,0.00016526,0
2007-11-20,-8.06E-03,0.0031,-0.006,-0.001,0.00016,-0.008759412,0.000856454,0
2007-11-21,-5.15E-03,-0.0154,0.004,0.001,0.00016,-0.005887032,0.000896652,0
2007-11-23,5.22E-04,0.0159,0.002,0.0021,0.00016,0.000681987,0,0
2007-11-26,1.21E-03,-0.0209,-0.0013,-0.0056,0.00016,0.000991048,0.00037845,0
2007-11-27,3.50E-03,0.0131,-0.0055,-0.0018,0.00016,0.003663603,0,0
2007-11-28,4.63E-03,0.029,0.0032,-0.0012,0.00016,0.004531781,0.000262469,0
2007-11-29,9.76E-03,0.0001,-0.0051,-0.0033,0.00016,0.008642798,0.0012752,0
2007-11-30,9.23E-03,0.007,-0.0062,0.0089,0.00016,0.009386094,0,0
2007-12-03,3.95E-03,-0.006,-0.0061,0.0022,0.00014,0.003936277,0.000152867,0
2007-12-04,-2.11E-03,-0.0061,-0.0017,-0.0019,0.00014,-0.002727909,0.000762062,0
2007-12-05,7.21E-03,0.0147,0.0003,-0.0007,0.00014,0.007249339,9.63E-05,0
2007-12-06,2.03E-03,0.0155,0.0085,0.0035,0.00014,0.001999126,0.000174945,0
2007-12-07,8.41E-03,-0.0007,0.0008,-0.0013,0.00014,0.006789358,0.001762291,0
2007-12-10,-2.27E-03,0.0071,-0.0012,0.0018,0.00014,-0.002843227,0.000713001,0
2007-12-11,3.61E-04,-0.025,-0.003,-0.0008,0.00014,0.000501482,0,0
2007-12-12,-1.03E-03,0.0048,0.0003,-0.0021,0.00014,-0.00361095,0.002723368,0
2007-12-13,-1.22E-02,0.0006,-0.0032,-0.0035,0.00014,-0.012742468,0.000633401,0
2007-12-14,-6.72E-03,-0.0136,-0.005,-0.0029,0.00014,-0.007057969,0.00048104,0
2007-12-17,-4.28E-03,-0.0158,-0.0022,0.0027,0.00014,-0.004859163,0.000722854,0
2007-12-18,3.83E-03,0.0065,0.0117,-0.0002,0.00014,-1.44E-05,0.003980252,0
2007-12-19,-1.23E-02,-0.001,0.0031,-0.004,0.00014,-0.012206219,0,0
2007-12-20,-1.06E-03,0.0064,0.0086,-0.0034,0.00014,-0.001890391,0.000974765,0
2007-12-21,-1.66E-03,0.0164,0.0036,0.0001,0.00014,-0.002749136,0.001232866,0
2007-12-24,3.05E-04,0.008,0.0011,0.0017,0.00014,8.40E-05,0.00036144,0
2007-12-26,2.13E-02,0.001,0.0022,-0.0007,0.00014,0.020059519,0.001358874,0
2007-12-27,-3.67E-03,-0.0149,-0.0118,0.0005,0.00014,-0.007615356,0.00408764,0
2007-12-28,-1.47E-03,0.0012,-0.0039,-0.0011,0.00014,-0.001441879,0.00010766,0
2007-12-31,1.62E-03,-0.0065,0,0.0044,0.00014,0.001757085,0,0
2008-01-02,7.82E-03,-0.0146,-0.0008,-0.0013,0.0001,0.00789866,0.000018105,0
2008-01-03,5.39E-03,-0.0014,-0.0102,-0.0041,0.0001,0.005462078,0.00003027,0
2008-01-04,1.04E-02,-0.0256,-0.0048,0.0005,0.0001,0.01050442,3.20E-05,0
2008-01-07,2.29E-04,0.0016,0.0013,0.0018,0.0001,0.000265388,0.000063389,0
2008-01-08,-8.77E-04,-0.0181,-0.0043,-0.0094,0.0001,-0.000776905,0,0
2008-01-09,-1.09E-03,0.011,-0.0033,-0.0066,0.0001,-0.000987535,0,0
2008-01-10,1.41E-03,0.0089,-0.0012,0.0053,0.0001,0.000744753,0.000764222,0
2008-01-11,6.52E-03,-0.0142,-0.0076,0.0028,0.0001,0.005909776,0.000707657,0
2008-01-14,3.41E-03,0.0102,-0.0006,-0.0016,0.0001,0.003074753,0.000435263,0
2008-01-15,-1.48E-03,-0.0239,0.0041,-0.0008,0.0001,-0.001431401,4.83E-05,0
2008-01-16,-6.76E-03,-0.0051,0.0091,0.0109,0.0001,-0.006963705,0.000307728,0
2008-01-17,1.82E-03,-0.028,0.0036,-0.0006,0.0001,0.001559504,0.000364396,0
2008-01-18,-1.43E-02,-0.0056,-0.0026,-0.0081,0.0001,-0.014234672,3.28E-05,0
2008-01-22,-4.84E-02,-0.0098,0.0027,0.0136,0.0001,-0.048300778,0,0
2008-01-23,1.95E-02,0.0204,0.0063,0.0181,0.0001,0.019121255,0.000467428,0
2008-01-24,2.51E-02,0.0102,-0.0097,-0.0047,0.0001,0.024985902,0.000179136,0
2008-01-25,1.52E-02,-0.0139,0.0085,0.0016,0.0001,0.015349935,0,0
2008-01-28,-8.16E-03,0.0171,0.0003,0.0101,0.0001,-0.008070468,6.55E-06,0
2008-01-29,1.13E-02,0.0069,-0.0054,0.0109,0.0001,0.011355112,0,0
2008-01-30,8.21E-04,-0.0059,-0.0043,-0.0005,0.0001,0.000920519,0,0
2008-01-31,-3.25E-03,0.0166,0.0083,0.0049,0.0001,-0.00330637,0.00015549,0
2008-02-01,1.15E-02,0.0148,0.0075,0.0006,0.00007,0.01154126,0,0
2008-02-04,6.23E-03,-0.0099,0.0016,-0.0022,0.00007,0.00622248,0.000077502,0
2008-02-05,-5.97E-03,-0.0301,0.0042,0.0006,0.00007,-0.005985645,0.000087997,0
2008-02-06,-4.21E-03,-0.0085,-0.0039,0.0048,0.00007,-0.004141024,0,0
2008-02-07,-8.57E-03,0.0082,0.0035,0.0018,0.00007,-0.0091546,0.000651726,0
2008-02-08,1.21E-03,-0.003,-0.0011,-0.0036,0.00007,0.001175126,0.000109535,0
2008-02-11,1.62E-03,0.0058,-0.0019,-0.0059,0.00007,0.001407302,0.000278106,0
2008-02-12,7.83E-04,0.0061,-0.0013,0.0001,0.00007,0.000725376,0.000127934,0
2008-02-13,4.85E-03,0.0146,0.0071,-0.0004,0.00007,0.00312539,0.001791614,0
2008-02-14,-1.32E-02,-0.0135,-0.0078,0.0011,0.00007,-0.013167988,0.000048997,0
2008-02-15,-3.07E-02,-0.0002,-0.0091,0.0048,0.00007,-0.030752491,9.60E-05,0
2008-02-19,1.21E-02,-0.0006,0.002,-0.0031,0.00007,0.01213536,4.68E-05,0
2008-02-20,-1.17E-03,0.0083,0.0022,0.0005,0.00007,-0.001103746,0,0
2008-02-21,3.49E-03,-0.0128,-0.0038,-0.0021,0.00007,0.003464957,9.54E-05,0
2008-02-22,-5.64E-03,0.0061,-0.0087,0.0057,0.00007,-0.005569476,0,0
2008-02-25,3.98E-04,0.0146,0.0053,-0.0018,0.00007,0.000280225,0.000187418,0
2008-02-26,9.26E-03,0.0072,0.0037,-0.0003,0.00007,0.009326693,0,0
2008-02-27,7.31E-03,-0.0011,0,-0.0023,0.00007,0.007378543,0,0
2008-02-28,-2.31E-03,-0.0093,-0.004,-0.0055,0.00007,-0.002243502,0,0
2008-02-29,-7.05E-03,-0.0264,0.0009,-0.0017,0.00007,-0.007101223,0.000120548,0
2008-03-03,-1.21E-02,-0.0004,-0.0026,-0.004,0.00009,-0.011987101,0,0
2008-03-04,-5.16E-03,-0.0036,0,0.001,0.00009,-0.005200098,0.000133523,0
2008-03-05,7.72E-03,0.0056,-0.0022,-0.0038,0.00009,0.007717014,9.17E-05,0
2008-03-06,2.85E-03,-0.0226,-0.0046,-0.0023,0.00009,0.00287503,6.08E-05,0
2008-03-07,-1.46E-02,-0.0088,0.0021,0.0068,0.00009,-0.014920304,0.000435254,0
2008-03-10,1.62E-03,-0.0172,-0.0063,0.006,0.00009,0.001112654,0.000595221,0
2008-03-11,-7.63E-03,0.0357,0.0024,0.0033,0.00009,-0.007538578,0,0
2008-03-12,6.16E-03,-0.0077,0.0016,-0.0073,0.00009,0.004194013,0.002058043,0
2008-03-13,-1.36E-02,0.0065,0.0132,-0.002,0.00009,-0.013956162,0.000480296,0
2008-03-14,6.89E-03,-0.0207,-0.0021,-0.0035,0.00009,0.006787633,0.000191026,0
2008-03-17,-2.49E-02,-0.0121,-0.0085,0.0055,0.00009,-0.025067371,0.000250462,0
2008-03-18,-5.44E-04,0.0409,0.0004,-0.0017,0.00009,-0.001347074,0.000892667,0
2008-03-19,1.03E-02,-0.0237,0,0.0022,0.00009,0.010361763,0,0
2008-03-20,-8.46E-03,0.023,-0.0015,0.0087,0.00009,-0.008438901,6.80E-05,0
