Date,Daily Return,Mkt-RF,SMB,HML,RF,Date,Strategy Return,Dividends Profit,Transaction Cost
2005-02-22,-0.001263112,-0.0147,-0.003,-0.001,0.00009,2005-02-22,-0.000467931,0,0.000705181
2005-02-23,-0.007789843,0.0053,-0.0015,0.0014,0.00009,2005-02-23,-0.007293356,0,0.000406487
2005-02-24,0.013023707,0.0083,0.0024,-0.0026,0.00009,2005-02-24,0.013443381,0.000383764,0.000713438
2005-02-25,0.006374787,0.0097,0.0038,0.0034,0.00009,2005-02-25,0.006903787,0,0.000439
2005-02-28,0.00584734,-0.0061,0.0025,0.0005,0.00009,2005-02-28,0.006597808,0,0.000660468
2005-03-01,-0.003718695,0.0058,0.001,0.0016,0.0001,2005-03-01,-0.002990274,0,0.000628421
2005-03-02,0.00886468,-0.0001,-0.0017,-0.0002,0.0001,2005-03-02,0.009446119,0,0.000481439
2005-03-03,0.001483253,-0.0001,0.0008,0.0052,0.0001,2005-03-03,0.001359358,0.00083484,0.000610945
2005-03-04,0.002966445,0.0089,-0.0006,0.0022,0.0001,2005-03-04,0.003355514,0.000189109,0.000478178
2005-03-07,0.000122346,0.0027,-0.0036,0.0014,0.0001,2005-03-07,0.000946,0,0.000723654
2005-03-08,-0.002514863,-0.0054,-0.004,0.0002,0.0001,2005-03-08,-0.001616635,0,0.000798228
2005-03-09,0.000487411,-0.0096,0.0007,-0.0009,0.0001,2005-03-09,0.001655536,0,0.001068125
2005-03-10,-0.009785118,0.0001,-0.0084,-0.0013,0.0001,2005-03-10,-0.009092509,0,0.000592609
2005-03-11,-0.004220212,-0.0055,0.0055,0.0042,0.0001,2005-03-11,-0.005748491,0.002282765,0.000654486
2005-03-14,-0.018018423,0.0061,-0.0025,0.0016,0.0001,2005-03-14,-0.016930453,0,0.00098797
2005-03-15,-0.001168103,-0.0067,0.0017,0.0034,0.0001,2005-03-15,-0.000462974,0,0.000605129
2005-03-16,-0.009828112,-0.0084,0.0024,0.0022,0.0001,2005-03-16,-0.009096276,0,0.000631836
2005-03-17,-0.018677001,0.0019,0.0003,0.005,0.0001,2005-03-17,-0.018076195,0.000182435,0.000683241
2005-03-18,0.014295572,-0.0013,-0.0032,0.0002,0.0001,2005-03-18,0.015012109,0,0.000616537
2005-03-21,0.000162117,-0.0038,0.0036,-0.0023,0.0001,2005-03-21,-0.000342061,0.001175348,0.00057117
2005-03-22,-0.013282724,-0.0092,0.0069,-0.0013,0.0001,2005-03-22,-0.012562077,0,0.000620647
2005-03-23,-0.008708521,-0.0012,-0.0087,-0.0052,0.0001,2005-03-23,-0.007894215,0,0.000714306
2005-03-24,-0.010988229,0.0001,0.0046,-0.0008,0.0001,2005-03-24,-0.010610442,0.000560936,0.000838723
2005-03-28,0.010351154,0.0015,-0.002,0.0001,0.0001,2005-03-28,0.011305322,0,0.000854168
2005-03-29,-0.004215712,-0.0086,-0.0082,0.0014,0.0001,2005-03-29,-0.003142974,0,0.000972738
2005-03-30,0.004056257,0.0135,0.0015,-0.0019,0.0001,2005-03-30,0.005459243,0,0.001302986
2005-03-31,0.010582067,0,-0.0006,0.0064,0.0001,2005-03-31,0.011867172,0,0.001185105
2005-04-01,0.013703232,-0.0064,0.0001,0.0041,0.0001,2005-04-01,0.015089032,0,0.0012858
2005-04-04,0.004843613,0.0029,0.0001,0.0018,0.0001,2005-04-04,0.005662668,0.000175228,0.000894283
2005-04-05,-0.004193767,0.004,-0.0014,-0.0031,0.0001,2005-04-05,-0.003147743,0,0.000946024
2005-04-06,0.001701847,0.0022,-0.0011,0.0006,0.0001,2005-04-06,0.002612111,0,0.000810264
2005-04-07,0.005349001,0.0057,-0.0001,-0.0022,0.0001,2005-04-07,0.006220011,0,0.00077101
2005-04-08,0.000658321,-0.0088,-0.0045,0.0005,0.0001,2005-04-08,0.001205713,0.0001692,0.000616592
2005-04-11,-0.003019951,-0.0009,-0.0066,0.0012,0.0001,2005-04-11,-0.002165842,0,0.000754109
2005-04-12,-0.001043895,0.0056,0.0023,-0.0004,0.0001,2005-04-12,-7.24E-05,0,0.000871495
2005-04-13,0.001667996,-0.0122,-0.0031,-0.0012,0.0001,2005-04-13,0.001052921,0.001324677,0.000609602
2005-04-14,-0.004534515,-0.011,-0.0054,-0.0015,0.0001,2005-04-14,-0.003448651,0,0.000985864
2005-04-15,-0.008991735,-0.0159,-0.0014,-0.0035,0.0001,2005-04-15,-0.008066113,0,0.000825622
2005-04-18,-0.025693019,0.0029,0.0032,0.0017,0.0001,2005-04-18,-0.024845385,0,0.000747634
2005-04-19,0.012266468,0.0075,0.0082,0.0011,0.0001,2005-04-19,0.013204929,0,0.000838461
2005-04-20,0.018209654,-0.0135,-0.0023,0.0009,0.0001,2005-04-20,0.018516069,0.000376763,0.000583178
2005-04-21,-0.004217281,0.0187,0.0037,-0.006,0.0001,2005-04-21,-0.003301691,0.000140895,0.000956485
2005-04-22,0.008724384,-0.0083,-0.0087,0.0045,0.0001,2005-04-22,0.009295802,0,0.000471418
2005-04-25,0.003997592,0.0093,0.0007,0.0003,0.0001,2005-04-25,0.00472785,0,0.000630258
2005-04-26,0.000466656,-0.0088,-0.0049,0,0.0001,2005-04-26,0.001496897,0,0.000930241
2005-04-27,-0.001431344,0.003,-0.0053,-0.0016,0.0001,2005-04-27,-0.000400632,0,0.000930712
2005-04-28,-0.002666591,-0.012,-0.0098,0.004,0.0001,2005-04-28,-0.001779833,0,0.000786758
2005-04-29,-0.006219065,0.0104,-0.0041,-0.0004,0.0001,2005-04-29,-0.00543146,0,0.000687605
2005-05-02,-0.007777046,0.0052,0.0046,0.0006,0.00011,2005-05-02,-0.006812147,0,0.000854899
2005-05-03,0.00134202,-0.0004,0.0003,-0.0037,0.00011,2005-05-03,0.002199142,8.83E-05,0.000835422
2005-05-04,0.011130169,0.0128,0.0024,0.004,0.00011,2005-05-04,0.011979255,0,0.000739086
2005-05-05,0.011111376,-0.0019,0.003,-0.003,0.00011,2005-05-05,0.011686481,0.000090675,0.00055578
2005-05-06,0.008205201,-0.0003,0.0034,0.0011,0.00011,2005-05-06,0.008758432,0,0.000443231
2005-05-09,0.000566482,0.0061,0.0032,0.0005,0.00011,2005-05-09,0.001358545,0.000103428,0.000785491
2005-05-10,-0.003856737,-0.0103,-0.0016,0.0003,0.00011,2005-05-10,-0.002975128,0,0.000771609
2005-05-11,0.001842207,0.0039,-0.0041,-0.0009,0.00011,2005-05-11,0.002323136,0.000623644,0.000994573
2005-05-12,0.000556308,-0.0102,-0.0017,-0.0065,0.00011,2005-05-12,0.001085715,0.0001963,0.000615707
2005-05-13,-0.004321183,-0.005,-0.0009,-0.0062,0.00011,2005-05-13,-0.005047376,0.001539155,0.000702962
2005-05-16,-0.00249661,0.0103,0.0051,-0.0023,0.00011,2005-05-16,-0.001929248,0.000213579,0.000670941
2005-05-17,-0.00046458,0.0066,-0.0023,0.0032,0.00011,2005-05-17,0.000336167,0,0.000690747
2005-05-18,0.001997591,0.0115,0.0098,-0.004,0.00011,2005-05-18,0.002964094,0,0.000856503
2005-05-19,0.003884003,0.0047,-0.0007,-0.0001,0.00011,2005-05-19,0.004768496,0,0.000774493
2005-05-20,-0.0005128,-0.0013,-0.0007,0.0019,0.00011,2005-05-20,0.000429593,0.000186,0.001018393
2005-05-23,-0.001657422,0.0043,0.0021,0,0.00011,2005-05-23,-0.000733721,0,0.000813701
2005-05-24,-0.001087359,0.0005,-0.0001,0,0.00011,2005-05-24,-0.000289001,0,0.000688358
2005-05-25,-0.000154156,-0.0044,-0.0058,0.0021,0.00011,2005-05-25,0.000318058,0,0.000362214
2005-05-26,0.000600107,0.0074,0.0064,0.0008,0.00011,2005-05-26,0.001172207,0.00022524,0.00068734
2005-05-27,0.003327571,0.0018,0.0008,0.003,0.00011,2005-05-27,0.00407577,0,0.000638199
2005-05-31,0.011835842,-0.0049,0.0046,0.0032,0.00011,2005-05-31,0.01264561,0,0.000699768
2005-06-01,0.001192308,0.009,0.0017,0.0004,0.0001,2005-06-01,0.001819581,0,0.000527273
2005-06-02,0.00083806,0.0024,0.0015,-0.0025,0.0001,2005-06-02,0.001107141,0.00063312,0.000802201
2005-06-03,0.007660372,-0.0067,-0.0021,0.005,0.0001,2005-06-03,0.008608614,0,0.000848242
2005-06-06,0.007197175,0.0014,0.0031,0.0012,0.0001,2005-06-06,0.007682503,0.000474825,0.000860153
2005-06-07,0.001406233,-0.0003,0.0017,0.0006,0.0001,2005-06-07,0.002679053,0.000157,0.00132982
2005-06-08,-0.000533323,-0.0028,-0.0039,0.0031,0.0001,2005-06-08,0.000490731,0,0.000924054
2005-06-09,-0.005116999,0.0058,0.0031,0,0.0001,2005-06-09,-0.003927693,0,0.001089306
2005-06-10,0.004036133,-0.0021,0.0011,0.0044,0.0001,2005-06-10,0.004890816,0,0.000754683
2005-06-13,0.002373946,0.0028,0.0014,0.0013,0.0001,2005-06-13,0.001562075,0.0016174,0.000705529
2005-06-14,-0.00367267,0.0031,0.0047,0.0041,0.0001,2005-06-14,-0.00264732,0,0.00092535
2005-06-15,-0.001280799,0.0022,0.0026,0.0014,0.0001,2005-06-15,-0.000291578,0,0.000889221
2005-06-16,-0.002063929,0.0046,0.0063,-0.003,0.0001,2005-06-16,-0.001375923,0.000296205,0.000884211
2005-06-17,0.002062987,0.0036,-0.0061,0.0026,0.0001,2005-06-17,0.00314891,0,0.000985923
2005-06-20,0.005009056,-0.0007,-0.0035,0.001,0.0001,2005-06-20,0.006020481,0,0.000911425
2005-06-21,0.000282063,-0.0018,0.001,-0.0002,0.0001,2005-06-21,9.16E-05,0.001090993,0.00080053
2005-06-22,0.001821196,0.0005,0.0026,0.0004,0.0001,2005-06-22,0.002955677,0,0.001034481
2005-06-23,-0.00155235,-0.0107,-0.0041,0.0023,0.0001,2005-06-23,-0.000592236,0,0.000860114
2005-06-24,-0.000617065,-0.0072,-0.0005,0.0019,0.0001,2005-06-24,0.000430116,0,0.000947181
2005-06-27,-0.002468856,-0.0007,-0.0011,0.0055,0.0001,2005-06-27,-0.001488531,0,0.000880325
2005-06-28,-0.000216252,0.0105,0.0109,-0.0052,0.0001,2005-06-28,0.000757578,0,0.00087383
2005-06-29,0.012329505,-0.0007,0.0032,0.0005,0.0001,2005-06-29,0.013082108,0,0.000652603
2005-06-30,0.003545398,-0.0063,0.0021,0.0025,0.0001,2005-06-30,0.004274719,0.000332317,0.000961638
2005-07-01,0.004444724,0.0032,0.0011,0.0034,0.00012,2005-07-01,0.005675636,0,0.001110912
2005-07-05,-0.001622314,0.0092,0.0057,-0.0016,0.00012,2005-07-05,-0.000499378,0,0.001002936
2005-07-06,0.004292485,-0.0073,0.0007,0.0007,0.00012,2005-07-06,0.005502255,0,0.00108977
2005-07-07,0.001891773,0.0026,-0.001,-0.0023,0.00012,2005-07-07,0.002689948,0.000289395,0.00096757
2005-07-08,0.001385863,0.0121,0.0079,-0.0057,0.00012,2005-07-08,0.002271583,0,0.00076572
2005-07-11,0.004232968,0.0069,0.0079,-0.0016,0.00012,2005-07-11,0.005142454,0,0.000789486
2005-07-12,0.00233771,0.002,-0.0028,-0.0003,0.00012,2005-07-12,0.003129906,0,0.000672196
2005-07-13,0.00351017,0.0002,-0.004,0.0004,0.00012,2005-07-13,0.003195383,0.001388408,0.000953621
2005-07-14,5.92E-05,0.0014,-0.0066,-0.0044,0.00012,2005-07-14,0.001137194,0,0.000957975
2005-07-15,-0.001807844,0.0012,-0.0004,0,0.00012,2005-07-15,-0.000958176,0.00014721,0.000876878
2005-07-18,-0.001368233,-0.0055,-0.0016,0.0011,0.00012,2005-07-18,-0.000507764,0,0.000740469
2005-07-19,-0.001151653,0.0075,0.009,-0.0016,0.00012,2005-07-19,-0.000351032,0,0.000680621
2005-07-20,0.001124269,0.0054,0.0079,-0.0037,0.00012,2005-07-20,0.001793142,0.000261402,0.000810275
2005-07-21,1.96E-05,-0.0074,-0.0064,0.0017,0.00012,2005-07-21,0.001239682,0,0.001100119
2005-07-22,0.006595842,0.0057,0.0092,0.0047,0.00012,2005-07-22,0.007631239,0,0.000915397
2005-07-25,0.005843552,-0.0047,-0.0051,0.0016,0.00012,2005-07-25,0.006713624,0,0.000750072
2005-07-26,0.001364929,0.0021,0.0028,0.0021,0.00012,2005-07-26,0.002484596,0,0.000999667
2005-07-27,0.001350475,0.0043,-0.0038,-0.0004,0.00012,2005-07-27,0.002377621,0,0.000907146
2005-07-28,0.002273615,0.0067,0.0055,-0.0026,0.00012,2005-07-28,0.003243714,0,0.000850099
2005-07-29,0.000757226,-0.0066,0.0025,0.0012,0.00012,2005-07-29,0.00159791,0.000315518,0.001036202
2005-08-01,0.00378272,0.0015,0.0027,-0.0013,0.00013,2005-08-01,0.00502783,0,0.00111511
2005-08-02,-0.001499731,0.007,0.0004,0.0007,0.00013,2005-08-02,-0.000906179,0.00057606,0.001039612
2005-08-03,-0.000389246,-0.0002,-0.0066,-0.0007,0.00013,2005-08-03,0.000537483,0,0.000796729
2005-08-04,0.000014763,-0.0082,-0.0084,0.004,0.00013,2005-08-04,0.00076989,0,0.000625127
2005-08-05,0.000448843,-0.0081,-0.0032,0,0.00013,2005-08-05,0.001236191,0,0.000657348
2005-08-08,0.000692305,-0.0032,-0.0003,0.0021,0.00013,2005-08-08,0.001472767,0,0.000650462
2005-08-09,-0.006518812,0.0055,-0.0047,-0.0004,0.00013,2005-08-09,-0.005567731,0,0.000821081
2005-08-10,0.01278372,-0.0013,0.0001,0.0015,0.00013,2005-08-10,0.013675458,0.0001612,0.000922938
2005-08-11,0.00235407,0.0071,0.0021,-0.001,0.00013,2005-08-11,0.001547988,0.001863733,0.000927651
2005-08-12,-0.001986072,-0.0057,-0.004,0.0012,0.00013,2005-08-12,-0.001532252,0.00049741,0.00082123
2005-08-15,-0.000788372,0.003,0.0047,-0.0014,0.00013,2005-08-15,-0.000833611,0.000968172,0.000792933
2005-08-16,0.000387386,-0.0122,-0.0047,0.0017,0.00013,2005-08-16,0.001156841,0,0.000639455
2005-08-17,0.001299796,0.0005,0.0002,-0.0007,0.00013,2005-08-17,0.00226005,0,0.000830254
2005-08-18,-0.001495085,-0.0015,-0.0041,0.0011,0.00013,2005-08-18,-0.000511634,0,0.000853451
2005-08-19,-0.001367608,0.0007,0.0007,0.0015,0.00013,2005-08-19,-0.000337207,0,0.000900401
2005-08-22,0.003781061,0.0019,0.0049,0.0015,0.00013,2005-08-22,0.00461194,0.000131364,0.000832243
2005-08-23,-0.001395582,-0.0031,-0.0001,0.0001,0.00013,2005-08-23,-0.000649729,0,0.000615853
2005-08-24,-0.001109042,-0.0056,0.0046,0.0017,0.00013,2005-08-24,-0.000183561,0,0.000795481
2005-08-25,0.002570063,0.0021,0.0013,0.002,0.00013,2005-08-25,0.003375395,0.000168188,0.00084352
2005-08-26,-0.000441117,-0.0066,-0.0057,-0.0008,0.00013,2005-08-26,0.000189959,0.000176786,0.000677862
2005-08-29,-0.004628099,0.0065,0.0037,-0.0026,0.00013,2005-08-29,-0.003587063,0,0.000911036
2005-08-30,0.003403408,-0.0031,-0.0005,0.0035,0.00013,2005-08-30,0.004350502,0,0.000817094
2005-08-31,0.001763559,0.011,0.0071,-0.0005,0.00013,2005-08-31,0.00238212,0.00039771,0.000886271
2005-09-01,0.004157812,0.0013,-0.0006,0.0026,0.00014,2005-09-01,0.005093447,0,0.000795635
2005-09-02,0.012871946,-0.0036,-0.003,0.0001,0.00014,2005-09-02,0.013973621,0,0.000961675
2005-09-06,0.006836428,0.0122,0.0029,-0.0045,0.00014,2005-09-06,0.007872005,0,0.000895577
2005-09-07,0.007918878,0.003,0.001,-0.0014,0.00014,2005-09-07,0.009027785,0,0.000968907
2005-09-08,-1.64E-05,-0.004,-0.0011,-0.0008,0.00014,2005-09-08,0.001257478,0,0.001133837
2005-09-09,0.001479461,0.0073,-0.0012,0.0011,0.00014,2005-09-09,0.002822843,0,0.001203382
2005-09-12,0.004544298,0,0.0054,-0.0027,0.00014,2005-09-12,0.0054915,0,0.000807202
2005-09-13,-0.000719851,-0.0076,-0.002,0.0015,0.00014,2005-09-13,-0.000383821,0.00069443,0.00089046
2005-09-14,-0.001043343,-0.0044,-0.0069,0.0047,0.00014,2005-09-14,-0.002417982,0.002365087,0.000850448
2005-09-15,-0.002156253,-0.0002,-0.0026,0.0029,0.00014,2005-09-15,-0.001000066,0,0.001016187
2005-09-16,-0.00130142,0.0072,0.0017,-0.0007,0.00014,2005-09-16,-0.000155191,0,0.001006229
2005-09-19,0.003598963,-0.0055,-0.0018,0.0025,0.00014,2005-09-19,0.004608196,0,0.000869233
2005-09-20,-0.002898683,-0.0078,-0.0011,0.001,0.00014,2005-09-20,-0.00171567,0,0.001043013
2005-09-21,-0.001507686,-0.0103,-0.0052,0.0026,0.00014,2005-09-21,-0.001098312,0.00075035,0.001019724
2005-09-22,-0.002409301,0.003,-0.0006,-0.0024,0.00014,2005-09-22,-0.001227356,0,0.001041945
2005-09-23,-0.005496294,0.0015,0.0053,0.0014,0.00014,2005-09-23,-0.004505818,0,0.000850476
2005-09-26,0.009820529,0.0012,0.0053,0.0003,0.00014,2005-09-26,0.01069617,0.000208406,0.000944047
2005-09-27,0.000719655,-0.0002,-0.0007,-0.0011,0.00014,2005-09-27,0.002205941,0,0.001346286
2005-09-28,-0.007949752,0.0006,-0.0058,0.0021,0.00014,2005-09-28,-0.006716387,0,0.001093365
2005-09-29,0.002548488,0.0092,0.002,0.0004,0.00014,2005-09-29,0.003615331,0,0.000926843
2005-09-30,0.002205952,0.002,0.0031,-0.0026,0.00014,2005-09-30,0.002551105,0.000622136,0.000827289
2005-10-03,0.000912954,0,0.0046,0.0003,0.00013,2005-10-03,0.001895257,0,0.000852303
2005-10-04,0.003230359,-0.0097,0.0023,-0.0014,0.00013,2005-10-04,0.003822608,0,0.000462249
2005-10-05,-0.001665809,-0.0163,-0.01,-0.0019,0.00013,2005-10-05,-0.000942754,0,0.000593055
2005-10-06,-0.01506095,-0.0057,-0.0032,0.0009,0.00013,2005-10-06,-0.014290046,0,0.000640904
2005-10-07,-0.007232814,0.0042,0.0031,0.0027,0.00013,2005-10-07,-0.006410624,0,0.00069219
2005-10-10,0.025711047,-0.0073,-0.0006,-0.002,0.00013,2005-10-10,0.025378816,0.001148997,0.000686766
2005-10-11,-0.004975016,-0.0033,-0.0099,0.0017,0.00013,2005-10-11,-0.004136263,0,0.000708753
2005-10-12,0.006370225,-0.0079,-0.0055,0.0008,0.00013,2005-10-12,0.007143235,0,0.00064301
2005-10-13,-0.009506239,-0.0009,0.0045,-0.0052,0.00013,2005-10-13,-0.008727875,0,0.000648364
2005-10-14,-0.017887455,0.0092,0.0051,-0.0011,0.00013,2005-10-14,-0.017347952,0.000405925,0.000815428
2005-10-17,0.007049661,0.0029,-0.0034,0.0001,0.00013,2005-10-17,0.008121684,0,0.000942023
2005-10-18,0.011141347,-0.0103,-0.0001,-0.0009,0.00013,2005-10-18,0.011688096,0.000295698,0.000712447
2005-10-19,0.001350418,0.0145,0.0045,-0.0014,0.00013,2005-10-19,0.0021952,0,0.000714782
2005-10-20,0.003279778,-0.0144,0.0006,-0.004,0.00013,2005-10-20,0.003954228,0.00041892,0.00096337
2005-10-21,0.001530718,0.0032,0.0035,0.0028,0.00013,2005-10-21,0.002380603,0,0.000719885
2005-10-24,0.004819176,0.017,0.0015,0.0024,0.00013,2005-10-24,0.005849355,0,0.000900179
2005-10-25,0.007206543,-0.003,-0.0033,0.0009,0.00013,2005-10-25,0.00813713,0.000288374,0.001088961
2005-10-26,-0.001219676,-0.0046,-0.0026,0.0021,0.00013,2005-10-26,-0.000142268,0,0.000947408
2005-10-27,-0.002711807,-0.0124,-0.0105,0.0042,0.00013,2005-10-27,-0.001488167,0.00014736,0.001241
2005-10-28,0.001516371,0.0155,-0.0006,0.0029,0.00013,2005-10-28,0.002524582,0,0.000878211
2005-10-31,0.020613431,0.0096,0.008,0.0004,0.00013,2005-10-31,0.021547441,0,0.00080401
2005-11-01,0.002187047,-0.0027,-0.0024,0.0029,0.00015,2005-11-01,0.003256467,0,0.00091942
2005-11-02,-0.00032365,0.0115,0.0083,-0.0002,0.00015,2005-11-02,0.000789643,0,0.000963293
2005-11-03,0.008182821,0.0043,-0.0009,-0.0015,0.00015,2005-11-03,0.009325789,0,0.000992968
2005-11-04,0.00573268,0.0001,0.0007,-0.0024,0.00015,2005-11-04,0.00650936,0,0.00062668
2005-11-07,-0.000718181,0.0025,0.0022,-0.0006,0.00015,2005-11-07,0.000464017,0,0.001032198
2005-11-08,0.0023825,-0.0037,-0.0032,-0.0001,0.00015,2005-11-08,0.0035442,0,0.0010117
2005-11-09,-0.00144205,0.0015,0.0025,0.0001,0.00015,2005-11-09,-9.08E-05,0,0.00120125
2005-11-10,-0.002046655,0.008,-0.0007,-0.0051,0.00015,2005-11-10,-0.001925563,0.001171157,0.001142249
2005-11-11,0.008107974,0.0027,-0.0002,-0.0015,0.00015,2005-11-11,0.001468483,0.0075366,0.000747109
2005-11-14,-0.002885131,-0.001,-0.0033,0.0008,0.00015,2005-11-14,-0.00189649,0.000222775,0.001061416
2005-11-15,-0.00164064,-0.0049,-0.0064,-0.0014,0.00015,2005-11-15,-0.001144201,0.000629211,0.00097565
2005-11-16,0.003907597,0.0011,-0.0036,-0.0001,0.00015,2005-11-16,0.004869619,0,0.000812022
2005-11-17,0.001614174,0.0106,0.0067,-0.0013,0.00015,2005-11-17,0.002713808,0,0.000949634
2005-11-18,0.002598168,0.0043,0.0029,-0.0021,0.00015,2005-11-18,0.003717013,0,0.000968845
2005-11-21,0.001322629,0.006,0.0045,-0.0033,0.00015,2005-11-21,0.001706785,0.000605139,0.000839295
2005-11-22,-0.006125953,0.0048,-0.0005,0.0002,0.00015,2005-11-22,-0.005168785,0,0.000807168
2005-11-23,-0.002238499,0.0031,-0.0025,0.0018,0.00015,2005-11-23,-0.001397888,0,0.000690611
2005-11-28,0.001657585,-0.0101,-0.007,0.0023,0.00015,2005-11-28,0.002364684,0,0.000557099
2005-11-29,-0.004773995,0.0001,0.0026,0.0024,0.00015,2005-11-29,-0.004280989,0,0.000343006
2005-11-30,-0.00146047,-0.0043,0.0115,-0.0015,0.00015,2005-11-30,-0.001018755,0.000306852,0.000598567
2005-12-01,0.001893923,0.0127,0.0052,0.0005,0.00015,2005-12-01,0.002604827,0,0.000560904
2005-12-02,0.006674592,0.0005,0.0004,-0.001,0.00015,2005-12-02,0.007475063,0,0.000650471
2005-12-05,-0.000755129,-0.003,-0.0022,0.0002,0.00015,2005-12-05,-4.87E-05,0,0.000556429
2005-12-06,-0.004424105,0.0012,0.0008,0.0004,0.00015,2005-12-06,-0.003609599,0,0.000664506
2005-12-07,0.001455913,-0.0049,-0.0006,0.0005,0.00015,2005-12-07,0.002109906,0,0.000503993
2005-12-08,-0.003591925,-0.0003,0.0026,0.0006,0.00015,2005-12-08,-0.003159457,0.000406478,0.000688946
2005-12-09,-0.006515865,0.0027,0.0021,0.0005,0.00015,2005-12-09,-0.00582483,0,0.000541035
2005-12-12,0.008334991,0.001,0.0012,-0.0009,0.00015,2005-12-12,0.007904912,0.001314388,0.000734309
2005-12-13,-0.003596081,0.0044,-0.0055,-0.0019,0.00015,2005-12-13,-0.002936999,0,0.000509082
2005-12-14,-0.006665411,0.0034,-0.0026,0.0008,0.00015,2005-12-14,-0.006448755,0.000400206,0.000466862
2005-12-15,0.000982403,-0.0023,-0.0055,-0.004,0.00015,2005-12-15,0.001729903,0,0.0005975
2005-12-16,0.003914831,-0.0029,0.0003,-0.0006,0.00015,2005-12-16,0.004505754,0.000254567,0.00069549
2005-12-19,0.002191513,-0.0073,-0.0081,0.0027,0.00015,2005-12-19,0.002979575,0,0.000638062
2005-12-20,-0.004567807,-0.0002,-0.0002,0.0003,0.00015,2005-12-20,-0.00472087,0.000690284,0.000387221
2005-12-21,-0.009175784,0.0033,0.0066,-0.0032,0.00015,2005-12-21,-0.008619123,0.000227009,0.00063367
2005-12-22,0.000186564,0.0045,0.0014,-0.0006,0.00015,2005-12-22,0.000936757,0,0.000600193
2005-12-23,0.009032721,0.0008,0.0029,-0.0001,0.00015,2005-12-23,0.00505135,0.004740138,0.000608767
2005-12-27,-0.000061317,-0.01,-0.0044,0.0015,0.00015,2005-12-27,0.000595951,0.000198714,0.000705982
2005-12-28,-0.002549752,0.0019,0.0039,0.001,0.00015,2005-12-28,-0.002911103,0.0011062,0.000594849
2005-12-29,0.006386907,-0.0027,-0.0002,0.0024,0.00015,2005-12-29,0.007087105,0,0.000550198
2005-12-30,-0.000848063,-0.005,-0.0022,0.0024,0.00015,2005-12-30,-9.39E-07,0,0.000697124
2006-01-03,0.011448194,0.015,-0.002,0.0016,0.00017,2006-01-03,0.012325675,0,0.000707481
2006-01-04,0.019203999,0.0046,0.0036,0.0003,0.00017,2006-01-04,0.020008755,0,0.000634756
2006-01-05,0.008312523,0.0003,0.0028,-0.001,0.00017,2006-01-05,0.009091434,0,0.000608911
2006-01-06,0.004854728,0.0092,0.0011,-0.0024,0.00017,2006-01-06,0.005392308,0.000876716,0.001244296
2006-01-09,0.006792599,0.0045,0.0052,-0.0017,0.00017,2006-01-09,0.007698741,0,0.000736142
2006-01-10,0.002571154,0.0005,0.0057,0.0002,0.00017,2006-01-10,0.003069019,0.000597183,0.000925048
2006-01-11,0.007691857,0.0028,-0.0023,-0.0011,0.00017,2006-01-11,0.008878913,0,0.001017056
2006-01-12,0.002102189,-0.0065,0.0009,0.0001,0.00017,2006-01-12,0.002811523,0,0.000539334
2006-01-13,-0.003414693,0.0017,0.0014,0.001,0.00017,2006-01-13,-0.002581133,0.000210895,0.000874455
2006-01-17,0.001654227,-0.004,-0.0033,0.0022,0.00017,2006-01-17,0.002715196,0,0.000890969
2006-01-18,-0.007644796,-0.0035,0.0035,0.0028,0.00017,2006-01-18,-0.00687665,0.000229885,0.000828031
2006-01-19,0.004550376,0.0063,0.0095,-0.0011,0.00017,2006-01-19,0.005126777,0.00074173,0.001148131
2006-01-20,0.009825461,-0.018,0.0038,0.005,0.00017,2006-01-20,0.010776581,0,0.00078112
2006-01-23,0.001011196,0.0018,0.0019,0.0043,0.00017,2006-01-23,0.001885721,0,0.000704525
2006-01-24,0.009510556,0.0044,0.0104,0.0007,0.00017,2006-01-24,0.010455977,0,0.000775421
2006-01-25,-0.002602244,-0.0022,-0.0004,-0.001,0.00017,2006-01-25,-0.001645465,0,0.000786779
2006-01-26,-0.003409835,0.0079,0.0078,0.0001,0.00017,2006-01-26,-0.002094852,0,0.001144983
2006-01-27,0.007948871,0.0067,-0.0015,-0.0017,0.00017,2006-01-27,0.008857392,0,0.000738521
2006-01-30,0.002087447,0.001,-0.0027,0.0023,0.00017,2006-01-30,0.002832712,0,0.000575265
2006-01-31,0.000085777,-0.0021,0.0056,-0.0001,0.00017,2006-01-31,0.001103656,0,0.000847879
2006-02-01,0.007382995,0.0014,0.002,0.0003,0.00018,2006-02-01,0.008400025,0,0.00083703
2006-02-06,-0.004801815,0.001,0.0026,0.0052,0.00018,2006-02-06,-0.003704836,0,0.000916979
2006-02-07,-0.002600861,-0.0092,-0.0049,-0.0023,0.00018,2006-02-07,-0.001687636,0,0.000733225
2006-02-08,0.00214456,0.0077,-0.0026,-0.001,0.00018,2006-02-08,0.000159157,0.002608191,0.000442788
2006-02-09,0.007124306,-0.0019,-0.0015,-0.0027,0.00018,2006-02-09,0.007880095,0,0.000575789
2006-02-10,0.001205626,0.0015,-0.0035,-0.0002,0.00018,2006-02-10,0.001902845,0.000090531,0.00060775
2006-02-13,-0.002936302,-0.0047,-0.0052,0.0018,0.00018,2006-02-13,-0.00261828,0.000372674,0.000510696
